"track_name","track_artist","album_artist","remix_artist_name","genre","isrc_code","music_credits","lyric_credits","other_credits","producer","engineer","release_id","track_id","release_date","album_title","publisher"
"Thoughts On The Departure Of A Lifelong Friend","Various Artists","Various Artists",,"Alternative","GB-CPA-01-00588","Alex Gifford",,,"Alex Gifford",,"74","821",,"Arcane","WOMAD Music Ltd"
"Cage Dead (Word Version)","Various Artists","Various Artists",,"Alternative","GB-CPA-01-00589","Music by Simon Jeffes; words by Michael Horovitz.",,,"Alex Gifford and Simon Jeffes",,"74","822",,"Arcane","WOMAD Music Ltd"
"Chinese Canon","Various Artists","Various Artists",,"World Music","GB-CPA-01-00584","Simon Jeffes, Cheng Yu and Zhou Yu",,,"Simon Jeffes and Alex Gifford",,"74","1090",,"Arcane","WOMAD Music Ltd"
"Sygyt, Khoomei, Kargyraa (Styles Of Throat-Singing","Shu-de","Shu-de",,"World Music","GB-CPA-94-00079","Traditional, arranged by Shu-De",,,"Mixed by Tchad Blake","Chris Lawson & Ben Findlay","75","824",,"Voices from the Distant Steppe","WOMAD Music Ltd"
"Aian Dudal (Songs Of Devotion And Praise)","Shu-de","Shu-de",,"World Music","GB-CPA-94-00080","Traditional, arranged by Shu-De",,,"Mixed by Tchad Blake","Chris Lawson & Ben Findlay","75","825",,"Voices from the Distant Steppe","WOMAD Music Ltd"
"Beezhinden (Coming Back From Beijing)","Shu-de","Shu-de",,"World Music","GB-CPA-94-00081","Traditional, arranged by Shu-De",,,"Mixed by Tchad Blake","Chris Lawson & Ben Findlay","75","826",,"Voices from the Distant Steppe","WOMAD Music Ltd"
"Durgen Chugaa (Tongue Twisters)","Shu-de","Shu-de",,"World Music","GB-CPA-94-00083","Traditional, arranged by Boris Salchak",,,"Mixed by Tchad Blake","Chris Lawson & Ben Findlay","75","828",,"Voices from the Distant Steppe","WOMAD Music Ltd"
"Throat-Singing And Igil (Untitled)","Shu-de","Shu-de",,"World Music","GB-CPA-94-00084",,,,"Mixed by Tchad Blake","Chris Lawson & Ben Findlay","75","829",,"Voices from the Distant Steppe","WOMAD Music Ltd"
"Yraazhy Kys (The Singing Girl)","Shu-de","Shu-de",,"World Music","GB-CPA-94-00085","Traditional, arranged by Shu-De",,,"Mixed by Tchad Blake","Chris Lawson & Ben Findlay","75","830",,"Voices from the Distant Steppe","WOMAD Music Ltd"
"Shyngyr-Shyngyr","Shu-de","Shu-de",,"World Music","GB-CPA-94-00086","Traditional, arranged by Shu-De",,,"Mixed by Tchad Blake","Chris Lawson & Ben Findlay","75","831",,"Voices from the Distant Steppe","WOMAD Music Ltd"
"Baian-Dudai","Shu-de","Shu-de",,"World Music","GB-CPA-94-00087","Traditional, arranged by Shu-De",,,"Mixed by Tchad Blake","Chris Lawson & Ben Findlay","75","832",,"Voices from the Distant Steppe","WOMAD Music Ltd"
"Khomus Solo (Jaw's Harp Solo)","Shu-de","Shu-de",,"World Music","GB-CPA-94-00088","Traditional, arranged by Shu-De",,,"Mixed by Tchad Blake","Chris Lawson & Ben Findlay","75","833",,"Voices from the Distant Steppe","WOMAD Music Ltd"
"Opei Yry (A Lullaby)","Shu-de","Shu-de",,"World Music","GB-CPA-94-00090","Traditional, arranged by Shu-De",,,"Mixed by Tchad Blake","Chris Lawson & Ben Findlay","75","835",,"Voices from the Distant Steppe","WOMAD Music Ltd"
"Tyva-Uriankhai","Shu-de","Shu-de",,"World Music","GB-CPA-94-00091","Traditional, arranged by Shu-De",,,"Mixed by Tchad Blake","Chris Lawson & Ben Findlay","75","836",,"Voices from the Distant Steppe","WOMAD Music Ltd"
"Kadarchynyng Yry (The Nomad Song)","Shu-de","Shu-de",,"World Music","GB-CPA-94-00093","Traditional, arranged by Shu-De",,,"Mixed by Tchad Blake","Chris Lawson & Ben Findlay","75","838",,"Voices from the Distant Steppe","WOMAD Music Ltd"
"Kham (Shaman Ritual)","Shu-de","Shu-de",,"World Music","GB-CPA-94-00094","Traditional, arranged by Shu-De",,,"Mixed by Tchad Blake","Chris Lawson & Ben Findlay","75","839",,"Voices from the Distant Steppe","WOMAD Music Ltd"
"Obiero","Ayub Ogada","Ayub Ogada",,"World Music","GB-CPA-93-00176","Written and arranged by Ayub Ogada.",,,"Ayub Ogada and Richrd Evans","Richard Evans","76","840",,"En Mana Kuoyo","WOMAD Music Ltd"
"Dala","Ayub Ogada","Ayub Ogada",,"World Music","GB-CPA-93-00177","Written and arranged by Ayub Ogada.",,,"Ayub Ogada &amp; Richard Evans","Richard Evans","76","841",,"En Mana Kuoyo","WOMAD Music Ltd"
"Wa Winjigo Ero","Ayub Ogada","Ayub Ogada",,"World Music","GB-CPA-93-00178","Written and arranged by Ayub Ogada.",,,"Ayub Ogada &amp; Richard Evans","Richard Evans","76","842",,"En Mana Kuoyo","WOMAD Music Ltd"
"Thum Nyatiti","Ayub Ogada","Ayub Ogada",,"World Music","GB-CPA-93-00179","Written and arranged by Ayub Ogada.",,,"Ayub Ogada &amp; Richard Evans","Richard Evans","76","843",,"En Mana Kuoyo","WOMAD Music Ltd"
"Kronkronhinko","Ayub Ogada","Ayub Ogada",,"World Music","GB-CPA-93-00180","Traditional, arranged by Ayub Ogada",,,"Ayub Ogada & Richard Evans","Richard Evans","76","844",,"En Mana Kuoyo","WOMAD Music Ltd"
"Chiro","Ayub Ogada","Ayub Ogada",,"World Music","GB-CPA-93-00181","Written by Sukuma Bin Ongaro, arranged by Ayub Ogada.",,,"Ayub Ogada &amp; Richard Evans",,"76","845",,"En Mana Kuoyo","WOMAD Music Ltd"
"10%","Ayub Ogada","Ayub Ogada",,"World Music","GB-CPA-93-00182","Written by Zak Sikobe/Ayub Ogada, arranged by Ayub Ogada.",,,"Ayub Ogada & Richard Evans","Richard Evans","76","846",,"En Mana Kuoyo","WOMAD Music Ltd"
"Ondiek","Ayub Ogada","Ayub Ogada",,"World Music","GB-CPA-93-00183","Written and arranged by Ayub Ogada.",,,"Ayub Ogada &amp; Richard Evans","Richard Evans","76","847",,"En Mana Kuoyo","WOMAD Music Ltd"
"Kothbiro","Ayub Ogada","Ayub Ogada",,"World Music","GB-CPA-93-00184","Written by Mbarak Achieng and the Black Savage Band, arranged by Ayub Ogada.",,,"Ayub Ogada &amp; Richard Evans","Richard Evans","76","848",,"En Mana Kuoyo","WOMAD Music Ltd"
"En Mana Kuoyo","Ayub Ogada","Ayub Ogada",,"World Music","GB-CPA-93-00185","Written and arranged by Ayub Ogada.",,,"Ayub Ogada &amp; Richard Evans","Richard Evans","76","849",,"En Mana Kuoyo","WOMAD Music Ltd"
"Maki Madni","Nusrat Fateh Ali Khan","Nusrat Fateh Ali Khan",,"World Music","GB-CPA-07-00082","Nusrat Fateh Ali Khan",,,"Michael Brook","Richard Evans","78","850",,"The Last Prophet","WOMAD Music Ltd"
"Sahib Teri Bandi","Nusrat Fateh Ali Khan","Nusrat Fateh Ali Khan",,"World Music","GB-CPA-07-00293","Nusrat Fateh Ali Khan",,,"Michael Brook","Richard Evans","78","851",,"The Last Prophet","WOMAD Music Ltd"
"Ganj - E - Shakar","Nusrat Fateh Ali Khan","Nusrat Fateh Ali Khan",,"World Music","GB-CPA-07-00164","Nusrat Fateh Ali Khan",,,"Michael Brook","Richard Evans","78","852",,"The Last Prophet","WOMAD Music Ltd"
"Sochan Dongian","Nusrat Fateh Ali Khan","Nusrat Fateh Ali Khan",,"World Music","GB-CPA-07-00077","Nusrat Fateh Ali Khan",,,"Michael Brook","Richard Evans","78","853",,"The Last Prophet","WOMAD Music Ltd"
"Nor Weigh Me Lek Dat (Woman to Woman)","S.E. Rogie","S.E. Rogie",,"World Music","GB-CPA-07-00104","S.E. Rogie",,,"Tchad Blake","Tchad Blake","80","867",,"Dead Men Don't Smoke Marijuana","WOMAD Music Ltd"
"Jaimgba Tutu (The Joy of Success)","S.E. Rogie","S.E. Rogie",,"World Music","GB-CPA-07-00165","S.E. Rogie",,,"Tchad Blake","Tchad Blake","80","868",,"Dead Men Don't Smoke Marijuana","WOMAD Music Ltd"
"Nyalomei Luange (Love Me My Love)","S.E. Rogie","S.E. Rogie",,"World Music","GB-CPA-07-00178","S.E. Rogie",,,"Tchad Blake","Tchad Blake","80","871",,"Dead Men Don't Smoke Marijuana","WOMAD Music Ltd"
"African Gospel","S.E. Rogie","S.E. Rogie",,"World Music","GB-CPA-07-00028","S.E. Rogie",,,"Tchad Blake","Tchad Blake","80","872",,"Dead Men Don't Smoke Marijuana","WOMAD Music Ltd"
"Nyalimagotee (The Cornerstone of My Heart)","S.E. Rogie","S.E. Rogie",,"World Music","GB-CPA-07-00151","S.E. Rogie",,,"Tchad Blake","Tchad Blake","80","873",,"Dead Men Don't Smoke Marijuana","WOMAD Music Ltd"
"Dieman Noba Smoke Tafee","S.E. Rogie","S.E. Rogie",,"World Music","GB-CPA-07-00128","S.E. Rogie",,,"Tchad Blake","Tchad Blake","80","874",,"Dead Men Don't Smoke Marijuana","WOMAD Music Ltd"
"Dance","U. Srinivas & Michael Brook","U. Srinivas & Michael Brook",,"World Music","GB-CPA-01-00578","Michael Brook, U Srinivas, Nigel Kennedy, Nana Vasconcelos, Richard Evans.",,,"Michael Brook","Richard Evans &amp; Stephen Bray","81","875",,"Dream","Real World Music Ltd"
"Dance","U. Srinivas & Michael Brook","U. Srinivas & Michael Brook",,"World Music","GB-CPA-01-00578","Michael Brook, U Srinivas, Nigel Kennedy, Nana Vasconcelos, Richard Evans.",,,"Michael Brook","Richard Evans &amp; Stephen Bray","81","875",,"Dream","WOMAD Music Ltd"
"Think","U. Srinivas & Michael Brook","U. Srinivas & Michael Brook",,"World Music","GB-CPA-01-00579","Michael Brook, U Srinivas",,,"Michael Brook","Richard Evans &amp; Stephen Bray","81","876",,"Dream","WOMAD Music Ltd"
"Run","U. Srinivas & Michael Brook","U. Srinivas & Michael Brook",,"World Music","GB-CPA-01-00580","Michael Brook, U Srinivas, Nigel Kennedy, Nana Vasconcelos.",,,"Michael Brook","Richard Evans &amp; Stephen Bray","81","877",,"Dream","WOMAD Music Ltd"
"Dream","U. Srinivas & Michael Brook","U. Srinivas & Michael Brook",,"World Music","GB-CPA-01-00581","Michael Brook, U Srinivas, Sikkik R. Bhaskaran, Jane Siberry",,,"Michael Brook","Richard Evans & Stephen Bray","81","878",,"Dream","WOMAD Music Ltd"
"Eine Kleine Nacht Musik","The Terem Quartet","The Terem Quartet",,"World Music","GB-CPA-07-00002","W.A. Mozart arranged by The Terem Quartet",,,"Tony Berg","Richard Evans","83","888",,"Classical","WOMAD Music Ltd"
"Ave Maria","The Terem Quartet","The Terem Quartet",,"World Music","GB-CPA-07-00206","F. Schubert/ I. Ponomarenko arranged by The Terem Quartet",,,"Tony Berg","Richard Evans","83","889",,"Classical","WOMAD Music Ltd"
"Concerto Grosso In G-Minor","The Terem Quartet","The Terem Quartet",,"World Music","GB-CPA-07-00256","N. Budashkin/ I. Ponomarenko arranged by The Terem Quartet",,,"Tony Berg","Richard Evans","83","890",,"Classical","WOMAD Music Ltd"
"Waltz","The Terem Quartet","The Terem Quartet",,"World Music","GB-CPA-07-00194","K. Molchanov",,,"Tony Berg","Richard Evans","83","891",,"Classical","WOMAD Music Ltd"
"Chardash","The Terem Quartet","The Terem Quartet",,"World Music","GB-CPA-07-00303","Monti",,,"Tony Berg","Richard Evans","83","892",,"Classical","WOMAD Music Ltd"
"Oginsky's Polonaise","The Terem Quartet","The Terem Quartet",,"World Music","GB-CPA-07-00051","I Ponomarenko",,,"Tony Berg","Richard Evans","83","893",,"Classical","WOMAD Music Ltd"
"Funeral March","The Terem Quartet","The Terem Quartet",,"World Music","GB-CPA-07-00160","I Ponomarenko",,,"Tony Berg","Richard Evans","83","894",,"Classical","WOMAD Music Ltd"
"Nocturne 'Separation'","The Terem Quartet","The Terem Quartet",,"World Music","GB-CPA-07-00298","M. I. Glinka",,,"Tony Berg","Richard Evans","83","895",,"Classical","WOMAD Music Ltd"
"Flea Waltz","The Terem Quartet","The Terem Quartet",,"World Music","GB-CPA-07-00319","I Ponomarenko",,,"Tony Berg","Richard Evans","83","896",,"Classical","WOMAD Music Ltd"
"My Heart, My Life","Nusrat Fateh Ali Khan & Michael Brook","Nusrat Fateh Ali Khan & Michael Brook",,"World Music","GB-CPA-95-01125","Nusrat Fateh Ali Khan",,,"Michael Brook","Richard Evans, Ben Findlay, Michael Brook","84","897",,"Night Song","WOMAD Music Ltd"
"Intoxicated","Nusrat Fateh Ali Khan","Nusrat Fateh Ali Khan & Michael Brook",,"World Music","GB-CPA-95-01126","Michael Brook and Nusrat Fateh Ali Khan",,,"Michael Brook","Richard Evans, Ben Findlay, Michael Brook","84","898",,"Night Song","WOMAD Music Ltd"
"Lament","Nusrat Fateh Ali Khan","Nusrat Fateh Ali Khan & Michael Brook",,"World Music","GB-CPA-95-01127","Michael Brook & Nusrat Fateh Ali Khan",,,"Michael Brook","Richard Evans, Ben Findlay, Michael Brook","84","899",,"Night Song","WOMAD Music Ltd"
"My Comfort Remains","Nusrat Fateh Ali Khan","Nusrat Fateh Ali Khan & Michael Brook",,"World Music","GB-CPA-95-01128","Michael Brook and Nusrat Fateh Ali Khan",,,"Michael Brook","Richard Evans, Ben Findlay, Michael Brook","84","900",,"Night Song","WOMAD Music Ltd"
"Longing","Nusrat Fateh Ali Khan","Nusrat Fateh Ali Khan & Michael Brook",,"World Music","GB-CPA-95-01129","Michael Brook & Nusrat Fateh Ali Khan",,,"Michael Brook","Richard Evans, Ben Findlay, Michael Brook","84","901",,"Night Song","WOMAD Music Ltd"
"Sweet Pain","Nusrat Fateh Ali Khan","Nusrat Fateh Ali Khan & Michael Brook",,"World Music","GB-CPA-95-01130","Michael Brook and Nusrat Fateh Ali Khan",,,"Michael Brook","Richard Evans, Ben Findlay, Michael Brook","84","902",,"Night Song","WOMAD Music Ltd"
"Night Song","Nusrat Fateh Ali Khan","Nusrat Fateh Ali Khan & Michael Brook",,"World Music","GB-CPA-95-01131","Nusrat Fateh Ali Khan",,,"Michael Brook","Richard Evans, Ben Findlay, Michael Brook","84","903",,"Night Song","WOMAD Music Ltd"
"Crest","Nusrat Fateh Ali Khan","Nusrat Fateh Ali Khan & Michael Brook",,"World Music","GB-CPA-95-01132","Michael Brook and Nusrat Fateh Ali Khan",,,"Michael Brook","Richard Evans, Ben Findlay, Michael Brook","84","904",,"Night Song","WOMAD Music Ltd"
"Sariaka (Joy)","Justin Vali Trio","Justin Vali Trio",,"World Music","GB-CPA-07-00284","Justin ",,,"Tchad Blake","Meabh Flynn","85","908",,"The Truth (Ny Marina)","WOMAD Music Ltd"
"Kintana (The Open Roof)","Justin Vali Trio","Justin Vali Trio",,"World Music","GB-CPA-07-00123","Justin ",,,"Tchad Blake","Meabh Flynn","85","916",,"The Truth (Ny Marina)","WOMAD Music Ltd"
"Vato Malaza (The Ancestral Rock)","Justin Vali Trio","Justin Vali Trio",,"World Music","GB-CPA-07-00022","Justin ",,,"Tchad Blake","Meabh Flynn","85","917",,"The Truth (Ny Marina)","WOMAD Music Ltd"
"Adarghral Introduction","Abdelli","Abdelli",,"World Music","GB-CPA-95-00325","Written by Abderrahmane Abdelli (SABAM) arranged by Thierry Van Roy",,,"Thierry Van Roy","Thierry Van Roy","87","933",,"New Moon","WOMAD Music Ltd"
"Adarghal (The Blind In Spirit)","Abdelli","Abdelli",,"World Music","GB-CPA-95-00326","Written by Abderrahmane Abdelli (SABAM) arranged by Thierry Van Roy",,,"Thierry Van Roy","Thierry Van Roy","87","934",,"New Moon","WOMAD Music Ltd"
"Achaah (Resentment)","Abdelli","Abdelli",,"World Music","GB-CPA-95-00327","Written by Abderrahmane Abdelli (SABAM) arranged by Thierry Van Roy",,,"Thierry Van Roy","Thierry Van Roy","87","935",,"New Moon","WOMAD Music Ltd"
"Lawan (Time)","Abdelli","Abdelli",,"World Music","GB-CPA-95-00328","Written by Abderrahmane Abdelli (SABAM) arranged by Thierry Van Roy",,,"Thierry Van Roy","Thierry Van Roy","87","936",,"New Moon","WOMAD Music Ltd"
"Walagh (I Observe)","Abdelli","Abdelli",,"World Music","GB-CPA-95-00329","Written by Abderrahmane Abdelli (SABAM) arranged by Thierry Van Roy",,,"Thierry Van Roy","Thierry Van Roy","87","937",,"New Moon","WOMAD Music Ltd"
"Ayafrouk (The Pigeon)","Abdelli","Abdelli",,"World Music","GB-CPA-95-00330","Written by Abderrahmane Abdelli (SABAM) arranged by Thierry Van Roy",,,"Thierry Van Roy","Thierry Van Roy","87","938",,"New Moon","WOMAD Music Ltd"
"Imanza (Ancestors)","Abdelli","Abdelli",,"World Music","GB-CPA-95-00331","Written by Abderrahmane Abdelli (SABAM) arranged by Thierry Van Roy",,,"Thierry Van Roy","Thierry Van Roy","87","939",,"New Moon","WOMAD Music Ltd"
"JSK (The Sporting Youth Of Kabyl)","Abdelli","Abdelli",,"World Music","GB-CPA-95-00332","Written by Abderrahmane Abdelli (SABAM) arranged by Thierry Van Roy",,,"Thierry Van Roy","Thierry Van Roy","87","940",,"New Moon","WOMAD Music Ltd"
"Igganniw (There Are No More Stars In My Sky)","Abdelli","Abdelli",,"World Music","GB-CPA-95-00333","written by abderrahmane Abdelli (SABAM) arranged by Thierry Van Roy",,,"Thierry Van Roy","Thierry Van Roy","87","941",,"New Moon","WOMAD Music Ltd"
"Amegh Asinigh (Bad News)","Abdelli","Abdelli",,"World Music","GB-CPA-95-00334","Written by Abderrahmane Abdelli (SABAM) arranged by Thierry Van Roy",,,"Thierry Van Roy","Thierry Van Roy","87","942",,"New Moon","WOMAD Music Ltd"
"Sisitizo La Amani Duniani","Hukwe Zawose","Hukwe Zawose",,"World Music","GB-CPA-96-00194","Hukwe Zawose",,,"Richard Evans",,"90","958",,"Chibite","WOMAD Music Ltd"
"Ibarikiwe Mungu Yupo Duniani","Hukwe Zawose","Hukwe Zawose",,"World Music","GB-CPA-96-00196","Hukwe Zawose",,,"Richard Evans",,"90","960",,"Chibite","WOMAD Music Ltd"
"Munyamaye","Hukwe Zawose","Hukwe Zawose",,"World Music","GB-CPA-96-00197","Hukwe Zawose",,,"Richard Evans",,"90","961",,"Chibite","WOMAD Music Ltd"
"Nyangawuya","Hukwe Zawose","Hukwe Zawose",,"World Music","GB-CPA-96-00198","Traditional, arranged by Hukwe Zawose.",,,"Richard Evans",,"90","962",,"Chibite","WOMAD Music Ltd"
"Nghanga Msakuzi","Hukwe Zawose","Hukwe Zawose",,"World Music","GB-CPA-96-00199","Written by Hukwe Zawose based on a traditional theme.",,,"Richard Evans",,"90","963",,"Chibite","WOMAD Music Ltd"
"Jende Chiwuyaje Kukaya","Hukwe Zawose","Hukwe Zawose",,"World Music","GB-CPA-96-00200","Written by Hukwe Zawose based on a traditional theme.",,,"Richard Evans",,"90","964",,"Chibite","WOMAD Music Ltd"
"Sauti Za Kigogo","Hukwe Zawose","Hukwe Zawose",,"World Music","GB-CPA-96-00201","Hukwe Zawose",,,"Richard Evans",,"90","965",,"Chibite","WOMAD Music Ltd"
"Safari Na Muziki","Hukwe Zawose","Hukwe Zawose",,"World Music","GB-CPA-96-00202","Hukwe Zawose",,,"Richard Evans",,"90","966",,"Chibite","WOMAD Music Ltd"
"Twendeni Sote Na Mwanga Wa Amani","Hukwe Zawose","Hukwe Zawose",,"World Music","GB-CPA-96-00203","Hukwe Zawose",,,"Richard Evans",,"90","967",,"Chibite","WOMAD Music Ltd"
"Chilumi","Hukwe Zawose","Hukwe Zawose",,"World Music","GB-CPA-96-00195","Written by Hukwe Zawose based on a traditional theme.",,,"Richard Evans",,"90","1844",,"Chibite","WOMAD Music Ltd"
"Sardinia Memories (After Hours)","Geoffrey Oryema","Geoffrey Oryema",,"World Music","GB-CPA-96-00862","Geoffrey Oryema","Geoffrey Oryema",,"Lokua Kanza","Ben Findlay @ Real World and Jean-Manuel de Solage","91","968",,"Night to Night","WOMAD Music Ltd"
"Medieval Dream","Geoffrey Oryema","Geoffrey Oryema",,"World Music","GB-CPA-96-00863","Geoffrey Oryema, Jean-Pierre Alarcen","Geoffrey Oryema",,"Jean-Pierre Alarcen","Jean-Manuel de Solages","91","969",,"Night to Night","WOMAD Music Ltd"
"At My Window","Geoffrey Oryema","Geoffrey Oryema",,"World Music","GB-CPA-96-00864","Geoffrey Oryema","Khaurunisa Schebella",,"Nicolas Fiszman","Ben Findlay assisted by Jacquie Turner and Paul St","91","970",,"Night to Night","WOMAD Music Ltd"
"Careless World","Geoffrey Oryema","Geoffrey Oryema",,"World Music","GB-CPA-07-00317","Geoffrey Oryema, Jean-Pierre Alarcen","Geoffrey Oryema",,"Lokua Kanza","Ian Manuel","91","971",,"Night to Night","WOMAD Music Ltd"
"Miracle Man","Geoffrey Oryema","Geoffrey Oryema",,"World Music","GB-CPA-07-00061",,,,,,"91","972",,"Night to Night","WOMAD Music Ltd"
"Naa Dream","Geoffrey Oryema","Geoffrey Oryema",,"World Music","GB-CPA-07-00175","Geoffrey Oryema","Geoffrey Oryema",,"Lokua Kanza","Ian Manuel","91","973",,"Night to Night","WOMAD Music Ltd"
"Dancing Steps (Ballad)","Geoffrey Oryema","Geoffrey Oryema",,"World Music","GB-CPA-07-01205","Jean-Pierre Alarcen","Geoffrey Oryema, Anthony Moore",,"Jean-Pierre Alarcen","Jean-Manuel de Solages","91","975",,"Night to Night","WOMAD Music Ltd"
"To The Metro","Geoffrey Oryema","Geoffrey Oryema",,"World Music","GB-CPA-07-00030","Jean-Pierre Alarcen","Geoffrey Oryema",,"Nicolas Fiszman","Ben Findlay assisted by Jacquie Turner and Paul St","91","976",,"Night to Night","WOMAD Music Ltd"
"Gari Moshi","Geoffrey Oryema","Geoffrey Oryema",,"World Music","GB-CPA-07-00171","Geoffrey Oryema, Jean-Pierre Alarcen","Geoffrey Oryema",,"Jean-Pierre Alarcen","Jean-Manuel de Solages","91","977",,"Night to Night","WOMAD Music Ltd"
"Passage At Dusk","Geoffrey Oryema","Geoffrey Oryema",,"World Music","GB-CPA-07-00134","Geoffrey Oryema, Jean-Pierre Alarcen",,,"Jean-Pierre Alarcen","Jean-Manuel de Solages","91","978",,"Night to Night","WOMAD Music Ltd"
"Sardinia Memories (Early Evening)","Geoffrey Oryema","Geoffrey Oryema",,"World Music","GB-CPA-07-00243","Geoffrey Oryema","Geoffrey Oryema",,"Nicolas Fiszman","Ben Findlay assisted by Jacquie Turner and Paul St","91","979",,"Night to Night","WOMAD Music Ltd"
"On This Night","Geoffrey Oryema","Geoffrey Oryema",,"World Music","GB-CPA-07-00004","Nicolas Fiszman","Geoffrey Oryema",,"Nicolas Fiszman","Ben Findlay assisted by Jacquie Turner and Paul St","91","980",,"Night to Night","WOMAD Music Ltd"
"Bye Bye Lady Dame","Geoffrey Oryema","Geoffrey Oryema",,"World Music","GB-CPA-07-00202","Jean-Pierre Alarcen","Jean-Claude Vannier",,"Jean-Pierre Alarcen","Jean-Manuel de Solages & Emmanuel Guiot","91","981",,"Night to Night","WOMAD Music Ltd"
"Lamentu = Lament","Tenores di Bitti","Tenores di Bitti",,"World Music","GB-CPA-96-00205","Written and arranged by Tenores di Bitti","Barore Testoni","Executive producer: Gesuino Deiana","Michael Brook","Michael Brook","93","992",,"S'amore 'e mama","WOMAD Music Ltd"
"Monte Seris = Seris Mount","Tenores di Bitti","Tenores di Bitti",,"World Music","GB-CPA-96-00206","Written and arranged by Tenores di Bitti","Pasquale Mele","Executive producer: Gesuino Deiana","Michael Brook","Michael Brook","93","993",,"S'amore 'e mama","WOMAD Music Ltd"
"Anghelos Cantade = Sing Angels!","Tenores di Bitti","Tenores di Bitti",,"World Music","GB-CPA-96-00207","Written and arranged by Tenores di Bitti",,"Executive producer: Gesuino Deiana","Michael Brook","Michael Brook","93","994",,"S'amore 'e mama","WOMAD Music Ltd"
"Sa Ballarina = The Dance","Tenores di Bitti","Tenores di Bitti",,"World Music","GB-CPA-96-00208","Written and arranged by Tenores di Bitti","Batore Lai","Executive producer: Gesuino Deiana","Michael Brook","Michael Brook","93","995",,"S'amore 'e mama","WOMAD Music Ltd"
"S'amore `E Mama = The Mother's Love","Tenores di Bitti","Tenores di Bitti",,"World Music","GB-CPA-96-00209","Written and arranged by Tenores di Bitti","Antoni Cubeddu","Executive producer: Gesuino Deiana","Michael Brook","Michael Brook","93","996",,"S'amore 'e mama","WOMAD Music Ltd"
"T'amo = I Love You","Tenores di Bitti","Tenores di Bitti",,"World Music","GB-CPA-96-00210","Written and arranged by Tenores di Bitti","Michele Pira","Executive producer: Gesuino Deiana","Michael Brook","Michael Brook","93","997",,"S'amore 'e mama","WOMAD Music Ltd"
"Sos Ojos Lagrimosos = The Tearful Eyes","Tenores di Bitti","Tenores di Bitti",,"World Music","GB-CPA-96-00211","Written and arranged by Tenores di Bitti","Barore Testoni","Executive producer: Gesuino Deiana","Michael Brook","Michael Brook","93","998",,"S'amore 'e mama","WOMAD Music Ltd"
"Su Manzanile = The Early Hours","Tenores di Bitti","Tenores di Bitti",,"World Music","GB-CPA-96-00212","Written and arranged by Tenores di Bitti","Daniele Cossellu","Executive producer: Gesuino Deiana","Michael Brook","Michael Brook","93","999",,"S'amore 'e mama","WOMAD Music Ltd"
"Sos Artigianos = The Artisans","Tenores di Bitti","Tenores di Bitti",,"World Music","GB-CPA-96-00213","Written and arranged by Tenores di Bitti","Daniele Cossellu","Executive producer: Gesuino Deiana","Michael Brook","Michael Brook","93","1000",,"S'amore 'e mama","WOMAD Music Ltd"
"Satiras = Satires","Tenores di Bitti","Tenores di Bitti",,"World Music","GB-CPA-96-00214","Written and arranged by Tenores di Bitti","Raimondo Delogu","Executive producer: Gesuino Deiana","Michael Brook","Michael Brook","93","1001",,"S'amore 'e mama","WOMAD Music Ltd"
"S'Annunziata = Blessed Annunciation","Tenores di Bitti","Tenores di Bitti",,"World Music","GB-CPA-96-00215","Written and arranged by Tenores di Bitti","Giovanni Proto Arca","Executive producer: Gesuino Deiana","Michael Brook","Michael Brook","93","1002",,"S'amore 'e mama","WOMAD Music Ltd"
"Sardinia Soundscape","Tenores di Bitti","Tenores di Bitti",,"World Music","GB-CPA-96-00216","Written and arranged by Tenores di Bitti",,"Executive producer: Gesuino Deiana","Michael Brook","Michael Brook","93","1003",,"S'amore 'e mama","WOMAD Music Ltd"
"Sure-As-Not/Sure-As-Knot","Afro Celt Sound System","Afro Celt Sound System",,"World Music","GB-CPA-07-00324","4a: Simon Emmerson, Martin Russell, Kauwding Cissokho, Myrdhin. 4b: Simon Emmerson",,,"Simon Emmerson","Martin Russell","94","1007",,"Volume 1 - Sound Magic","Real World Music Ltd"
"Sure-As-Not/Sure-As-Knot","Afro Celt Sound System","Afro Celt Sound System",,"World Music","GB-CPA-07-00324","4a: Simon Emmerson, Martin Russell, Kauwding Cissokho, Myrdhin. 4b: Simon Emmerson",,,"Simon Emmerson","Martin Russell","94","1007",,"Volume 1 - Sound Magic","Real World Works Ltd"
"Sure-As-Not/Sure-As-Knot","Afro Celt Sound System","Afro Celt Sound System",,"World Music","GB-CPA-07-00324","4a: Simon Emmerson, Martin Russell, Kauwding Cissokho, Myrdhin. 4b: Simon Emmerson",,,"Simon Emmerson","Martin Russell","94","1007",,"Volume 1 - Sound Magic","WOMAD Music Ltd"
"Nil Cead Againn Dul Abhaile/We Cannot Go...","Afro Celt Sound System","Afro Celt Sound System",,"World Music","GB-CPA-96-00120","Ron Aslan, Jules Brookes, Ayub Ogada, Iarla O'Lionaird, Kauwding Cissokho",,,"Simon Emmerson","Martin Russell","94","1008",,"Volume 1 - Sound Magic","WOMAD Music Ltd"
"Dark Moon, High Tide","Afro Celt Sound System","Afro Celt Sound System",,"World Music","GB-CPA-96-00121","Davy Spillane, Simon Emmerson, Martin Russell",,,"Simon Emmerson","Martin Russell","94","1009",,"Volume 1 - Sound Magic","Real World Music Ltd"
